,Scalar Weight,Precision,Recall,F1
0,0.0,0.3656458986083886,0.3668421052631579,0.3627451621591628
1,0.25,0.4847378669308946,0.4847368421052631,0.4786374134642807
2,0.5,0.5228567919655807,0.5221052631578947,0.5164794501983132
3,0.75,0.5348257695470487,0.5326315789473685,0.5265559234497482
4,1.0,0.5043381771945953,0.4936842105263158,0.4947944825159047
